"TIMESTAMP","RECORD","S_Temp_1_Avg","S_Temp_2_Avg","Temp_CNR1_Avg","Temp_Cab_Avg","Temp_02_m_Avg","Temp_24_m_Avg","Temp_40_m_Avg","R_H_02_m_Avg","R_H_24_m_Avg","R_H_40_m_Avg","Total_Rad_Avg","Diffuse_Rad_Avg","Barometer_Avg","Solar_R_I_Avg","Solar_R_R_Avg","IR_R_I_Avg","IR_R_R_Avg","Solar_Net_Avg","IR_Net_Avg","Total_Net_Avg","Albedo_Avg","H_Flux_1_Avg","H_Flux_2_Avg","Solar_Rad_Avg","Net_Rad_Avg","H20_Depth_Avg","Wind_24_m_Avg","Wind_32_m_Avg","Wind_40_m_old_Avg","Wind_40_m","Wind_Dir_WVT","Wind_40_m_Max","Wind_40_m_TMx","Wet_Gr_NE_Hst","Wet_Gr_SW_Hst","Sun_Hours_Tot","T_Fall_1_Tot","T_Fall_2_Tot","Precipit_Tot","ETo","lfWet_(1)","lfWet_(2)","lfWet_(3)","Wet__Hst(1)","Wet__Hst(2)","Wet__Hst(3)"
"TS","RN","°c","°c","°c","°c","°c","°c","°c","% R.H.","% R.H.","% R.H.","µmol/m²s","µmol/m²s","mb","W/m²","W/m²","W/m²","W/m²","W/m²","W/m²","W/m²","%","W/m²","W/m²","W/m²","W/m²","cm","m/s","m/s","m/s","m/s","Deg","m/s","m/s","% Wet","% Wet","% Sun","mm","mm","mm","mm/s","%Wet","%Wet","%Wet","mV","mV","mV"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","WVc","WVc","Max","TMx","Hst,1,1.0000e+00,0.0000e+00,1.5000e+02","Hst,1,1.0000e+00,0.0000e+00,1.5000e+02","Tot","Tot","Tot","Tot","Smp","Smp","Smp","Smp","Hst,1,1.0000e+00,2.7400e+02,1.0000e+03","Hst,1,1.0000e+00,2.7400e+02,1.0000e+03","Hst,1,1.0000e+00,2.7400e+02,1.0000e+03"
"2011-01-15 04:30:00",1521,7.55,7.736,8.27,23.72,8.08,8.44,8.34,93.2,87.8,87.7,293.3,820,1019,-1.13,1.288,308.4,355.3,-2.418,-46.92,-49.34,0,1.694,0.956,"NAN","NAN",-52.96,2.888,3.954,3.63,4.35,237.5,8.2,"2011-01-15 04:10:30",0,0,0.025,0,0,0,0.002,274.1,272.8,275.5,1,0,1
"2011-01-15 05:00:00",1522,7.576,7.746,8.3,23.76,8.1,8.47,8.35,92.7,87.1,87,292.7,782.7,1019,-1.004,1.111,314.6,355.5,-2.115,-40.92,-43.03,0,1.646,0.912,"NAN","NAN",-52.96,2.933,3.866,3.346,4.056,238.1,6.952,"2011-01-15 04:38:45",0,0,0.025,0,0,0,0.002,274.1,272.8,274.8,1,0,1
"2011-01-15 05:30:00",1523,7.584,7.7,8.25,23.77,8.12,8.46,8.36,92.1,86.5,86.5,290.2,839,1019,-1.189,1.266,307.6,355.4,-2.455,-47.73,-50.18,0,1.53,0.906,"NAN","NAN",-52.78,2.689,3.549,3.105,3.743,236.7,6.694,"2011-01-15 05:20:45",0,0,0,0,0,0,0.002,274.1,272.8,274.8,1,0,1
"2011-01-15 06:00:00",1524,7.536,7.676,8.28,23.78,8.14,8.47,8.38,91.7,86.2,86.1,292.1,826,1019,-1.03,1.314,313.7,355.4,-2.344,-41.74,-44.08,0,1.419,0.859,"NAN","NAN",-52.81,2.547,3.476,3.167,3.832,236.7,5.968,"2011-01-15 05:40:00",0,0,0.017,0,0,0,0.002,274.1,272.8,274.8,1,0,1
"2011-01-15 06:30:00",1525,7.544,7.654,8.41,23.78,8.24,8.54,8.45,91,85.5,85.6,293.5,684.8,1020,-0.849,1.034,320.7,356,-1.883,-35.27,-37.16,0,1.354,0.778,"NAN","NAN",-52.75,2.487,3.293,2.981,3.635,233,5.439,"2011-01-15 06:21:00",0,0,0.025,0,0,0,0.002,274.1,272.8,274.8,1,0,1
"2011-01-15 07:00:00",1526,7.531,7.658,8.58,23.8,8.36,8.68,8.56,90.5,84.7,84.8,289,692.5,1020,-0.45,0.775,333.8,356.8,-1.225,-23.03,-24.25,0,1.248,0.666,"NAN","NAN",-52.63,2.869,3.597,3.387,4.059,231,7.203,"2011-01-15 06:53:15",0,0,0.067,0,0,0,0.003,273.8,272.8,274.8,0.725,0,1
"2011-01-15 07:30:00",1527,7.511,7.614,8.74,23.82,8.52,8.8,8.67,89.8,84.1,84.4,287.2,685.2,1020,-0.428,0.587,338.5,357.5,-1.015,-19,-20.01,0,1.178,0.629,"NAN","NAN",-52.66,2.824,3.72,3.444,4.103,228.8,7.43,"2011-01-15 07:00:15",0,0,0.075,0,0,0,0.003,273.5,272.8,274.8,0.1,0,1
"2011-01-15 08:00:00",1528,7.539,7.616,8.91,23.83,8.71,8.94,8.82,89.4,84.2,84.5,289.4,717.6,1020,-0.203,0.491,346.5,358.4,-0.694,-11.86,-12.55,0,1.09,0.615,"NAN","NAN",-52.68,2.684,3.606,3.453,4.076,219,8.48,"2011-01-15 07:55:45",0,0,0.025,0,0,0,0.003,273.5,272.8,274.8,0.017,0,1
"2011-01-15 08:30:00",1529,7.525,7.58,8.93,23.8,8.74,8.93,8.78,89.8,84.9,85.3,291.7,674.4,1021,-0.214,0.388,345.6,358.5,-0.602,-12.93,-13.54,0,1.061,0.606,"NAN","NAN",-52.59,2.915,3.846,3.894,4.486,208,7.949,"2011-01-15 08:14:30",0,0,0.042,0,0,0,0.003,273.5,272.8,274.8,0,0,1
"2011-01-15 09:00:00",1530,7.526,7.579,8.93,23.84,8.77,8.94,8.79,89.8,85,85.2,286.1,662.3,1020,2.61,0.565,344.1,358.5,2.045,-14.47,-12.43,0.239,1.027,0.604,"NAN","NAN",-52.41,3.248,4.476,4.481,5.133,210.2,7.535,"2011-01-15 08:54:15",0,0,0.042,0,0,0,0.003,273.5,272.8,274.8,0,0,1
"2011-01-15 09:30:00",1531,7.499,7.573,8.94,23.83,8.77,8.95,8.81,88.9,83.8,84,284.9,724.2,1021,12.72,1.51,337,358.6,11.21,-21.61,-10.4,0.123,0.963,0.606,"NAN","NAN",-52.42,3.433,4.694,4.554,5.285,212.7,9.19,"2011-01-15 09:15:15",0,0,0.017,0,0,0,0.003,273.5,272.8,274.8,0,0,1
"2011-01-15 10:00:00",1532,7.508,7.577,9.02,23.83,8.85,8.98,8.83,87.6,82.3,82.7,282.6,725.2,1021,26.61,2.532,340.4,359,24.08,-18.61,5.47,0.094,0.927,0.605,"NAN","NAN",-52.31,3.572,4.842,4.831,5.567,207.9,9.28,"2011-01-15 09:54:00",0,0,0.017,0,0,0,0.004,273.5,272.8,274.8,0,0,1
"2011-01-15 10:30:00",1533,7.511,7.587,9.06,23.81,8.91,9.01,8.85,86.7,82,82.4,283.3,726.9,1021,27.58,2.322,346,359.2,25.26,-13.26,12,0.085,0.92,0.604,"NAN","NAN",-52.37,3.779,5.099,5.011,5.788,210.8,10.43,"2011-01-15 10:02:00",0,0,0.042,0,0,0,0.028,273.4,272.8,274.8,0,0,1
"2011-01-15 11:00:00",1534,7.49,7.574,9.26,23.8,9.11,9.19,9.03,85.5,80.9,81.4,281.1,619.9,1021,40.95,3.322,344.9,360.2,37.63,-15.31,22.32,0.081,0.912,0.604,"NAN","NAN",-52.46,3.946,5.127,4.929,5.793,217.8,10.61,"2011-01-15 10:43:00",0.033,0,0.017,0,0,0,0.031,273.4,274.1,278.9,0,0.017,1
"2011-01-15 11:30:00",1535,7.495,7.574,8.31,23.78,8.67,8.78,8.67,89.4,84.6,84.4,280.7,649.6,1021,41.61,4.854,343.4,358.2,36.75,-14.76,21.99,0.118,0.918,0.608,"NAN","NAN",-52.45,3.793,5.096,5.047,5.856,213.1,9.73,"2011-01-15 11:27:00",1,0.992,0.025,0,0,0,0.026,280.9,339.1,328.1,0.958,1,1
"2011-01-15 12:00:00",1536,7.488,7.564,8.36,23.81,8.7,8.77,8.65,89.9,84.5,84.5,281.6,755.5,1021,57.75,6.024,344.8,358.5,51.73,-13.69,38.04,0.108,0.939,0.618,"NAN","NAN",-52.32,3.966,5.178,5.238,6.009,206.8,9.43,"2011-01-15 11:58:45",0.567,0.433,0.025,0,0,0,0.027,278.9,280.9,274.8,1,1,1
"2011-01-15 12:30:00",1537,7.528,7.559,9,23.76,8.98,9.03,8.86,86.5,80.9,81.4,280.5,761.7,1021,88.9,8.07,341.8,360.1,80.8,-18.33,62.52,0.093,0.963,0.643,"NAN","NAN",-52.04,3.868,5.284,5.411,6.196,206.8,9.63,"2011-01-15 12:16:30",0,0,0.017,0,0,0,0.035,277.5,272.8,274.5,1,0.608,1
"2011-01-15 13:00:00",1538,7.506,7.579,9.47,23.75,9.34,9.33,9.13,84,78.78,79.53,284.5,780.7,1020,112.2,8.91,341.3,361.6,103.3,-20.3,83,0.079,1.001,0.701,"NAN","NAN",-52.06,4.087,5.488,5.428,6.3,210.1,11.43,"2011-01-15 12:57:15",0,0,0,0,0,0,0.04,276.8,272.1,274.1,1,0,1
"2011-01-15 13:30:00",1539,7.483,7.59,9.65,23.82,9.49,9.47,9.29,82.3,77.64,78.46,283.7,822,1020,97,7.611,343.7,362.2,89.4,-18.46,70.97,0.078,1.045,0.753,"NAN","NAN",-52.09,4.435,5.691,5.452,6.368,213.5,10.72,"2011-01-15 13:17:00",0,0,0.017,0,0,0,0.041,273.4,272,274.1,0.767,0,1
"2011-01-15 14:00:00",1540,7.465,7.595,9.84,23.79,9.63,9.59,9.4,81.3,76.65,77.54,285,717.9,1020,126.1,9.96,342.2,363,116.1,-20.77,95.3,0.079,1.061,0.758,"NAN","NAN",-52.21,4.043,5.49,5.33,6.207,216,11.43,"2011-01-15 13:38:45",0,0,0.025,0,0,0.128,0.045,272.7,272,274.1,0,0,1
"2011-01-15 14:30:00",1541,7.487,7.621,10.11,23.49,9.87,9.83,9.61,80.2,75.52,76.53,279.2,767.9,1020,140.9,11.3,333.7,364.1,129.6,-30.39,99.2,0.079,1.075,0.766,"NAN","NAN",-52.37,4.461,5.839,5.612,6.582,218.8,12.05,"2011-01-15 14:21:00",0,0,0.017,0,0,0,0.048,272.7,272,274.1,0,0,1
"2011-01-15 15:00:00",1542,7.461,7.613,9.89,23.06,9.76,9.79,9.62,80.3,75.59,76.47,275.1,782.8,1020,72.14,6.193,336.9,363.5,65.94,-26.57,39.37,0.088,1.158,0.815,"NAN","NAN",-52.45,4.338,5.578,5.42,6.325,216.6,10.69,"2011-01-15 14:41:00",0.142,0,0.017,0,0,0,0.042,273.1,274.1,274.8,0,0.208,1
"2011-01-15 15:30:00",1543,7.478,7.656,10.22,23,9.93,10.03,9.84,79.26,74.11,75.02,273.7,744.7,1020,137.8,13.74,310,364,124,-53.92,70.11,0.1,1.232,0.897,"NAN","NAN",-52.64,4.191,5.426,5.3,6.169,214.9,11.2,"2011-01-15 15:07:45",0,0,0.017,0,0,0,0.048,272.7,272,274.1,0,0.075,1
"2011-01-15 16:00:00",1544,7.455,7.652,10.27,23.81,9.93,10.15,9.98,78.16,72.51,73.42,273.8,807,1020,61.05,6.455,318.7,364.1,54.6,-45.42,9.18,0.105,1.33,0.942,"NAN","NAN",-52.79,4.404,5.763,5.657,6.567,215.8,12.02,"2011-01-15 15:33:45",0,0,0,0,0,0,0.006,272.7,272,274.1,0,0,1
"2011-01-15 16:30:00",1545,7.508,7.692,10.06,23.81,9.87,10.08,9.95,78.2,73.02,73.83,273,713.3,1021,18.72,2.274,325.7,363.8,16.44,-38.1,-21.66,0.126,1.373,1.018,"NAN","NAN",-53.05,3.989,5.251,5.046,5.92,220.4,9.73,"2011-01-15 16:06:15",0,0,0.025,0,0,0,0.006,272.7,272,274.1,0,0,0.992
"2011-01-15 17:00:00",1546,7.495,7.7,10.05,23.76,9.86,10.08,9.94,78.09,72.84,73.62,271.9,737.2,1021,6.846,1.144,337.2,363.8,5.702,-26.63,-20.92,0.193,1.425,1.05,"NAN","NAN",-53.33,4.345,5.506,5.097,6.084,224.8,10.79,"2011-01-15 16:43:15",0,0,0.017,0,0,0,0.006,272.7,272,273.8,0,0,0.917
"2011-01-15 17:30:00",1547,7.525,7.727,10,23.83,9.78,10.03,9.89,78.3,73.13,73.96,267.5,763.3,1021,0.044,0.561,335.5,363.5,-0.517,-28.03,-28.54,0.098,1.498,1.061,"NAN","NAN",-53.42,3.903,5.243,4.977,5.833,220.4,10,"2011-01-15 17:07:15",0,0,0.008,0,0,0,0.006,272.7,272,274.1,0,0,0.458
"2011-01-15 18:00:00",1548,7.508,7.737,9.92,23.3,9.74,10,9.88,78.81,73.63,74.35,264.2,744.3,1021,-0.96,0.753,321,363.1,-1.713,-42.05,-43.76,0,1.516,1.056,"NAN","NAN",-53.53,4.151,5.315,5.191,6.11,219.6,9.5,"2011-01-15 17:38:45",0,0,0.025,0,0,0,0.005,272.7,272,273.4,0,0,0.2
"2011-01-15 18:30:00",1549,7.528,7.738,9.65,23.29,9.39,9.78,9.67,80.9,75.34,75.95,261.3,828,1021,-1.491,1.067,304.8,361.6,-2.558,-56.84,-59.4,0,1.53,1.057,"NAN","NAN",-53.64,3.62,4.847,4.75,5.593,213.9,9.58,"2011-01-15 18:23:45",0,0,0.008,0,0,0,0.005,272.7,272,274.1,0,0,0.283
"2011-01-15 19:00:00",1550,7.539,7.729,9.55,23.8,9.36,9.7,9.58,82,76.84,77.37,258.6,762.3,1021,-1.251,1.041,306.8,361.3,-2.292,-54.49,-56.78,0,1.529,1.055,"NAN","NAN",-53.71,4.163,5.535,5.568,6.408,214.2,10.85,"2011-01-15 18:39:15",0,0,0.025,0,0,0,0.005,272.7,272,274.1,0,0,0.817
"2011-01-15 19:30:00",1551,7.562,7.744,9.55,23.76,9.33,9.71,9.6,82.4,76.87,77.31,260,742.2,1021,-1.325,1.144,304.9,361.3,-2.469,-56.33,-58.8,0,1.519,1.021,"NAN","NAN",-53.85,3.976,5.199,5.096,5.939,218.8,10.89,"2011-01-15 19:21:45",0,0,0,0,0,0,0.005,272.7,272,274.1,0,0,0.983
"2011-01-15 20:00:00",1552,7.528,7.724,9.6,23.74,9.44,9.74,9.61,81.4,76.38,76.9,257.7,816,1021,-1.026,0.945,319.2,361.6,-1.971,-42.4,-44.37,0,1.503,0.991,"NAN","NAN",-53.99,3.834,5.07,5.067,5.843,212.8,11.57,"2011-01-15 19:56:45",0,0,0,0,0,0,0.005,272.7,272,274.1,0,0,0.975
"2011-01-15 20:30:00",1553,7.531,7.707,9.55,23.81,9.39,9.67,9.56,81.7,76.83,77.34,259.1,809,1021,-1.155,0.93,315.7,361.4,-2.085,-45.62,-47.7,0,1.471,0.932,"NAN","NAN",-54.14,3.987,5.241,5.174,6.013,212.1,10.25,"2011-01-15 20:28:30",0,0,0,0,0,0,0.005,272.7,272,274.1,0,0,0.867
"2011-01-15 21:00:00",1554,7.554,7.691,9.52,23.78,9.39,9.65,9.54,81.2,76.24,76.78,258.6,803,1022,-1.211,1.041,308,361.2,-2.252,-53.15,-55.4,0,1.382,0.911,"NAN","NAN",-54.33,4.167,5.679,5.557,6.488,213,10.99,"2011-01-15 20:44:30",0,0,0.008,0,0,0,0.005,272.7,272.1,273.8,0,0,0.525
"2011-01-15 21:30:00",1555,7.538,7.705,9.41,23.76,9.22,9.59,9.48,81.2,75.7,76.27,259.3,823,1022,-1.58,1.266,294.4,360.5,-2.846,-66.15,-68.99,0,1.359,0.889,"NAN","NAN",-54.49,4.208,5.501,5.438,6.346,216.9,11.36,"2011-01-15 21:04:30",0,0,0,0,0,0,0.005,272.7,271.7,273.4,0,0,0.275
"2011-01-15 22:00:00",1556,7.572,7.711,9.3,23.77,9.11,9.46,9.35,81.3,76.08,76.68,257.2,775.8,1022,-1.403,1.118,302.7,360,-2.521,-57.28,-59.8,0,1.32,0.836,"NAN","NAN",-54.62,3.995,5.159,5.102,5.928,214.9,9.33,"2011-01-15 21:33:15",0,0,0.008,0,0,0,0.005,272.7,272.1,273.8,0,0,0.258
"2011-01-15 22:30:00",1557,7.585,7.712,9.24,23.73,9.11,9.39,9.26,81.4,76.62,77.19,256,773.1,1022,-1.159,1.015,309.2,359.8,-2.174,-50.55,-52.73,0,1.243,0.802,"NAN","NAN",-54.75,4.048,5.439,5.272,6.181,219.7,10.66,"2011-01-15 22:12:15",0,0,0,0,0,0,0.004,272.7,272.1,273.4,0,0,0.275
"2011-01-15 23:00:00",1558,7.56,7.683,9.08,23.77,8.92,9.26,9.15,82.4,77.39,77.94,255.6,772.3,1022,-1.665,1.233,294.7,358.9,-2.898,-64.28,-67.18,0,1.207,0.763,"NAN","NAN",-54.87,3.566,4.684,4.588,5.385,218.7,11.18,"2011-01-15 22:31:00",0,0,0.008,0,0,0,0.004,272.7,272.1,273.4,0,0,0.067
"2011-01-15 23:30:00",1559,7.588,7.7,8.74,23.76,8.56,9.01,8.9,84,78.63,79.04,251.9,792.1,1022,-2.159,1.569,274.6,357.2,-3.728,-82.6,-86.4,0,1.162,0.744,"NAN","NAN",-54.98,3.649,4.912,4.884,5.676,215.4,8.88,"2011-01-15 23:11:45",0,0,0,0,0,0,0.004,272.8,272.1,274.1,0,0,0.3
"2011-01-16 00:00:00",1560,7.557,7.633,8.62,23.71,8.42,8.83,8.72,84.9,79.63,80,248.9,842,1022,-1.425,1.211,298.9,356.7,-2.636,-57.81,-60.45,0,1.084,0.695,"NAN","NAN",-55.16,3.592,4.933,4.906,5.671,211.4,9.34,"2011-01-15 23:48:15",0,0,0,0,0,0,0.004,272.8,272.1,274.1,0,0,0.842
"2011-01-16 00:30:00",1561,7.497,7.639,8.87,23.73,8.71,8.95,8.83,84.1,79.27,79.74,250.2,814,1022,-0.476,0.635,332,358.1,-1.111,-26.06,-27.17,0,1.054,0.643,"NAN","NAN",-55.27,3.91,5.212,5.102,5.92,213,9.23,"2011-01-16 00:03:45",0,0,0,0,0,0,0.004,272.8,272.1,274.1,0,0,0.933
"2011-01-16 01:00:00",1562,7.559,7.621,9.03,23.78,8.92,9.13,9.01,83.3,78.73,79.2,250.9,814,1022,-0.687,0.779,326.6,358.9,-1.465,-32.33,-33.79,0,1.007,0.614,"NAN","NAN",-55.4,3.411,4.503,4.427,5.174,214.6,8.89,"2011-01-16 00:58:30",0,0,0.008,0,0,0,0.004,272.8,272.1,274.1,0,0,0.925
"2011-01-16 01:30:00",1563,7.503,7.606,9.19,23.74,9.03,9.24,9.11,83.4,78.69,79.25,251.5,826,1022,-0.358,0.498,341.5,359.8,-0.856,-18.22,-19.08,0,0.916,0.601,"NAN","NAN",-55.56,3.438,4.637,4.4,5.174,216.5,10.55,"2011-01-16 01:16:15",0,0,0.017,0,0,0,0.004,272.8,272.1,274.1,0,0,0.992
"2011-01-16 02:00:00",1564,7.559,7.606,9.28,23.77,9.16,9.32,9.16,83.5,79.31,79.83,254.5,851,1022,-0.391,0.469,344,360.3,-0.86,-16.3,-17.16,0,0.886,0.576,"NAN","NAN",-55.74,3.322,4.327,4.18,4.91,219.5,9.07,"2011-01-16 01:59:15",0,0,0,0,0,0,0.004,272.8,272.1,274.1,0,0,1
"2011-01-16 02:30:00",1565,7.544,7.591,9.28,23.8,9.15,9.33,9.18,84,79.8,80.3,253.1,810,1022,-0.624,0.546,333.2,360.2,-1.17,-27.02,-28.19,0,0.801,0.556,"NAN","NAN",-55.84,3.552,4.77,4.564,5.353,217,9.11,"2011-01-16 02:10:30",0,0,0.008,0,0,0,0.004,272.8,272.1,274.1,0,0,1
"2011-01-16 03:00:00",1566,7.51,7.594,8.9,23.77,8.8,9.06,8.91,85.7,81.6,82,253,835,1022,-1.558,1.107,300.3,358.2,-2.665,-57.99,-60.65,0,0.768,0.539,"NAN","NAN",-56.02,3.592,4.684,4.622,5.362,214,10.16,"2011-01-16 02:55:30",0,0,0,0,0,0,0.003,272.7,272.1,274.1,0,0,0.992
"2011-01-16 03:30:00",1567,7.525,7.579,8.52,23.78,8.42,8.7,8.58,87.8,83.9,84.2,247.4,809,1022,-1.716,1.166,297,356.5,-2.883,-59.55,-62.43,0,0.759,0.548,"NAN","NAN",-56.06,3.355,4.503,4.533,5.201,211.2,8.54,"2011-01-16 03:20:15",0,0,0.017,0,0,0,0.003,273.4,272.1,274.1,0,0,1
"2011-01-16 04:00:00",1568,7.513,7.576,8.26,23.79,8.21,8.42,8.31,89.4,85.8,86.2,249,749.1,1022,-1.816,1.1,290.3,355.2,-2.916,-64.93,-67.84,0,0.757,0.526,"NAN","NAN",-56.1,3.143,4.23,4.212,4.782,205.7,7.523,"2011-01-16 03:30:15",0,0,0.025,0,0,0,0.002,273.5,272.1,274.1,0,0,1
"2011-01-16 04:30:00",1569,7.521,7.575,7.843,23.78,7.776,8.09,7.965,91.6,88.1,88.2,239.2,729.7,1022,-1.528,1.318,296.1,353.4,-2.846,-57.28,-60.13,0,0.749,0.518,"NAN","NAN",-56.03,2.888,4.033,4.112,4.644,197.3,7.61,"2011-01-16 04:07:30",0,0,0.008,0,0,0,0.002,273.5,272.1,274.1,0.242,0,1
"2011-01-16 05:00:00",1570,7.505,7.57,8.11,23.79,8.04,8.29,8.18,91.7,88.2,88.1,241.4,745.7,1022,-0.624,0.96,323.5,354.9,-1.584,-31.36,-32.94,0,0.716,0.51,"NAN","NAN",-56.05,3.169,4.228,4.293,4.928,206.3,7.967,"2011-01-16 04:55:15",0,0,0.025,0,0,0,0.002,273.5,272.1,274.1,0,0,1
"2011-01-16 05:30:00",1571,7.509,7.55,8.56,23.79,8.51,8.67,8.55,90.2,86.5,86.6,243.2,683.7,1022,-0.749,0.779,317.9,356.8,-1.528,-38.9,-40.42,0,0.678,0.457,"NAN","NAN",-55.97,3.652,4.892,4.934,5.612,205,9.27,"2011-01-16 05:15:45",0,0,0.033,0,0,0,0.002,273.5,272.1,274.1,0,0,1
"2011-01-16 06:00:00",1572,7.486,7.562,8.14,23.79,8.07,8.4,8.29,91,86.9,87,242.8,696,1022,-2.359,1.602,271.6,354.5,-3.961,-82.8,-86.8,0,0.617,0.441,"NAN","NAN",-55.94,3.034,4.204,4.404,5.03,201.3,9.3,"2011-01-16 05:38:45",0,0,0.017,0,0,0,0.002,274.1,272.1,274.8,0.142,0,1
"2011-01-16 06:30:00",1573,7.459,7.545,7.656,23.76,7.583,7.944,7.854,92.3,88.2,88.2,238.9,754.4,1022,-2.325,1.661,267.9,352.2,-3.987,-84.3,-88.3,0,0.608,0.397,"NAN","NAN",-56,3.136,4.243,4.386,4.983,202.4,7.699,"2011-01-16 06:18:00",0,0,0,0,0,0,0.002,274.1,272.1,274.8,0.992,0,1
"2011-01-16 07:00:00",1574,7.483,7.513,7.546,23.77,7.459,7.819,7.73,92.4,88.4,88.3,232.9,698.4,1022,-1.905,1.539,276.1,351.7,-3.444,-75.56,-79.01,0,0.606,0.383,"NAN","NAN",-56.1,3.22,4.322,4.462,5.102,207.2,8.24,"2011-01-16 06:56:15",0,0,0.008,0,0,0,0.002,274.1,272.1,274.8,0.942,0,1
"2011-01-16 07:30:00",1575,7.464,7.491,7.667,23.73,7.585,7.884,7.759,92.1,88,88,233.3,805,1022,-1.333,1.24,299.1,352.3,-2.573,-53.21,-55.79,0,0.606,0.332,"NAN","NAN",-56.11,3.345,4.516,4.541,5.191,207.3,8.36,"2011-01-16 07:10:00",0,0,0.008,0,0,0,0.002,273.5,272.1,274.8,0.067,0,1
"2011-01-16 08:00:00",1576,7.468,7.503,7.826,23.77,7.746,7.947,7.832,91.7,87.8,87.9,237.2,744.1,1022,-0.624,0.764,322.3,353.2,-1.388,-30.88,-32.27,0,0.606,0.31,"NAN","NAN",-56.13,3.322,4.388,4.654,5.335,207.9,8.92,"2011-01-16 07:59:45",0,0,0.025,0,0,0,0.002,273.5,272.1,274.5,0,0,1
"2011-01-16 08:30:00",1577,7.466,7.481,8.1,23.74,8.03,8.15,8.02,90.8,87,87.2,240.9,745.4,1023,0.063,0.465,339.7,354.7,-0.402,-14.99,-15.4,0.046,0.574,0.291,"NAN","NAN",-56.2,3.646,4.846,4.921,5.62,206,8.52,"2011-01-16 08:07:45",0,0,0.025,0,0,0,0.002,273.5,272.1,274.2,0,0,1
"2011-01-16 09:00:00",1578,7.519,7.489,8.3,23.74,8.23,8.33,8.18,90,86.3,86.5,241.8,803,1023,5.186,1.089,343.1,355.6,4.097,-12.53,-8.43,0.229,0.476,0.273,"NAN","NAN",-56.15,3.624,4.961,5.06,5.721,203.2,8.66,"2011-01-16 08:52:45",0,0,0.008,0,0,0,0.003,273.5,272.1,274.1,0,0,1
"2011-01-16 09:30:00",1579,7.478,7.458,8.61,23.78,8.49,8.63,8.49,89.2,85.1,85.3,247.7,834,1023,11.55,1.303,344,357.2,10.25,-13.17,-2.921,0.115,0.451,0.208,"NAN","NAN",-56.14,3.22,4.435,4.596,5.232,200.9,8.34,"2011-01-16 09:22:00",0,0,0.017,0,0,0,0.003,273.5,272.1,274.1,0,0,1
"2011-01-16 10:00:00",1580,7.504,7.436,9,23.79,8.88,9.02,8.87,87.7,83.5,83.7,248,862,1023,26.69,2.562,344.4,359.1,24.13,-14.65,9.48,0.099,0.427,0.195,"NAN","NAN",-56.12,3.351,4.512,4.478,5.106,207.4,8.61,"2011-01-16 09:55:45",0,0,0.008,0,0,0,0.003,273.5,272.1,274.1,0,0,1
"2011-01-16 10:30:00",1581,7.468,7.434,9.56,23.79,9.39,9.5,9.34,85.7,81,81.4,251.9,807,1023,64.21,5.448,342.5,361.8,58.76,-19.24,39.52,0.085,0.382,0.173,"NAN","NAN",-56.11,2.995,4.119,4.189,4.794,205.8,8.03,"2011-01-16 10:15:45",0,0,0,0,0,0,0.032,272.8,272.1,274.1,0,0,1
"2011-01-16 11:00:00",1582,7.456,7.449,10.05,23.82,9.84,9.96,9.8,83.6,78.37,78.93,253.7,748,1023,67.98,5.703,345.5,364.2,62.28,-18.68,43.6,0.084,0.368,0.19,"NAN","NAN",-56.04,3.295,4.503,4.506,5.15,205.9,8.5,"2011-01-16 10:52:00",0,0,0.017,0,0,0,0.038,272.7,272.1,274.1,0,0,1
"2011-01-16 11:30:00",1583,7.46,7.442,10.54,23.83,10.31,10.41,10.24,80.8,75.69,76.33,247.8,701.5,1023,99.2,8.14,345.9,366.5,91.1,-20.64,70.45,0.082,0.375,0.221,"NAN","NAN",-55.95,3.271,4.618,4.878,5.569,205.7,8.71,"2011-01-16 11:12:45",0,0,0.017,0,0,0,0.046,272.7,272,274.1,0,0,1
"2011-01-16 12:00:00",1584,7.433,7.449,11.19,23.79,10.93,10.99,10.8,77.25,72.1,72.99,244.7,689.7,1023,129.1,10.55,346.2,369.6,118.6,-23.42,95.1,0.082,0.436,0.275,"NAN","NAN",-55.9,3.38,4.592,4.567,5.274,209.5,9.7,"2011-01-16 11:51:00",0,0,0.017,0,0,0,0.056,272.7,272,274.1,0,0,1
"2011-01-16 12:30:00",1585,7.49,7.48,11.72,23.8,11.42,11.42,11.22,74.84,69.82,70.9,241.9,496.4,1023,157.9,12.72,345.2,372.1,145.2,-26.84,118.3,0.081,0.465,0.35,"NAN","NAN",-55.88,3.221,4.496,4.581,5.232,208.1,9.99,"2011-01-16 12:25:00",0,0,0.1,0,0,0,0.063,272,272,273.4,0,0,0.6
"2011-01-16 13:00:00",1586,7.454,7.489,12.21,23.76,11.82,11.84,11.62,72.45,67.58,68.84,230.2,361.1,1023,211.4,18.05,332.3,374,193.4,-41.66,151.7,0.085,0.577,0.445,"NAN","NAN",-55.81,3.553,4.813,4.83,5.465,203.6,9.09,"2011-01-16 12:33:30",0,0,0.242,0,0,0,0.073,272,271.4,273.4,0,0,0
