"TIMESTAMP","RECORD","S_Temp_1_Avg","S_Temp_2_Avg","Temp_CNR1_Avg","Temp_Cab_Avg","Temp_02_m_Avg","Temp_24_m_Avg","Temp_40_m_Avg","R_H_02_m_Avg","R_H_24_m_Avg","R_H_40_m_Avg","Total_Rad_Avg","Diffuse_Rad_Avg","Barometer_Avg","Solar_R_I_Avg","Solar_R_R_Avg","IR_R_I_Avg","IR_R_R_Avg","Solar_Net_Avg","IR_Net_Avg","Total_Net_Avg","Albedo_Avg","H_Flux_1_Avg","H_Flux_2_Avg","Solar_Rad_Avg","Net_Rad_Avg","H20_Depth_Avg","Wind_24_m_Avg","Wind_32_m_Avg","Wind_40_m_old_Avg","Wind_40_m","Wind_Dir_WVT","Wind_40_m_Max","Wind_40_m_TMx","Wet_Gr_NE_Hst","Wet_Gr_SW_Hst","Sun_Hours_Tot","T_Fall_1_Tot","T_Fall_2_Tot","Precipit_Tot","ETo","lfWet_(1)","lfWet_(2)","lfWet_(3)","Wet__Hst(1)","Wet__Hst(2)","Wet__Hst(3)"
"TS","RN","°c","°c","°c","°c","°c","°c","°c","% R.H.","% R.H.","% R.H.","µmol/m²s","µmol/m²s","mb","W/m²","W/m²","W/m²","W/m²","W/m²","W/m²","W/m²","%","W/m²","W/m²","W/m²","W/m²","cm","m/s","m/s","m/s","m/s","Deg","m/s","m/s","% Wet","% Wet","% Sun","mm","mm","mm","mm/s","%Wet","%Wet","%Wet","mV","mV","mV"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","WVc","WVc","Max","TMx","Hst,1,1.0000e+00,0.0000e+00,1.5000e+02","Hst,1,1.0000e+00,0.0000e+00,1.5000e+02","Tot","Tot","Tot","Tot","Smp","Smp","Smp","Smp","Hst,1,1.0000e+00,2.7400e+02,1.0000e+03","Hst,1,1.0000e+00,2.7400e+02,1.0000e+03","Hst,1,1.0000e+00,2.7400e+02,1.0000e+03"
"2011-01-13 20:00:00",1456,7.061,7.68,10.9,22.84,11,11.09,10.98,97.7,97.7,95.9,320.2,362.5,1013,-0.321,0.081,366.9,370,-0.402,-3.107,-3.51,0.004,4.092,2.315,"NAN","NAN",-53.09,2.695,3.396,3.145,3.697,245,6.209,"2011-01-13 19:41:45",1,1,0.325,0,0,0,0.001,287.1,459.3,423.8,1,1,1
"2011-01-13 20:30:00",1457,7.057,7.669,10.82,23.23,10.87,10.96,10.89,98.5,98.4,96.4,323.1,415.2,1013,-0.048,0.155,367.3,369.4,-0.203,-2.059,-2.262,0,4.085,2.291,"NAN","NAN",-52.97,2.488,3.414,3.238,3.83,244.8,8,"2011-01-13 20:06:15",1,1,0.242,0,0,0,0.001,283.7,345.5,301.4,1,1,1
"2011-01-13 21:00:00",1458,7.035,7.667,10.96,23.22,11,11.16,11.08,98,97.4,95.5,325.6,402.9,1013,-0.022,0.236,367.3,370.1,-0.258,-2.821,-3.079,0.004,4.055,2.275,"NAN","NAN",-52.94,3.023,3.843,3.539,4.193,243.6,6.771,"2011-01-13 20:57:30",1,1,0.333,0,0,0.128,0.001,283.7,438.8,454.2,1,1,1
"2011-01-13 21:30:00",1459,7.051,7.683,10.89,23.21,10.92,11.02,10.93,98.8,98.4,96.6,321.8,433.6,1013,0.111,0.321,367.3,369.6,-0.21,-2.326,-2.536,0,4.016,2.275,"NAN","NAN",-52.88,2.82,3.634,3.334,3.958,242.5,7.558,"2011-01-13 21:26:15",1,1,0.325,0.483,0.396,0.64,0.001,285,428.6,431.3,1,1,1
"2011-01-13 22:00:00",1460,7.128,7.697,10.97,23.26,10.97,11,10.85,99.3,99,97.9,322.9,390.3,1012,0.17,0.266,368,370,-0.096,-2.011,-2.107,0,3.974,2.274,"NAN","NAN",-52.81,2.676,3.459,3.217,3.831,237.3,6.645,"2011-01-13 21:33:45",1,1,0.258,0.886,0.713,0.896,0,285,384.8,401.9,1,1,1
"2011-01-13 22:30:00",1461,7.102,7.697,11.09,23.29,11.07,11.08,10.89,99.6,99.2,98.4,325.1,373.9,1012,0.129,0.317,368.9,370.6,-0.188,-1.677,-1.865,0.004,3.923,2.462,"NAN","NAN",-52.76,2.73,3.619,3.416,4.059,240.4,7.136,"2011-01-13 22:10:00",1,1,0.392,0.967,0.95,0.896,0,290.8,425.8,480.5,1,1,1
"2011-01-13 23:00:00",1462,7.241,7.698,11.29,23.31,11.23,11.28,11.07,99.7,99.2,98.6,325.1,352,1012,0.118,0.269,370.5,371.6,-0.151,-1.104,-1.255,0,3.901,2.878,"NAN","NAN",-52.73,3.055,3.982,3.76,4.482,242.1,7.783,"2011-01-13 22:51:00",1,1,0.383,0.403,0.475,0.256,0,289.8,367.7,416.3,1,1,1
"2011-01-13 23:30:00",1463,7.231,7.742,11.51,23.19,11.5,11.52,11.27,99.5,98.9,98.6,328.1,363.9,1012,0.233,0.34,371.4,372.8,-0.107,-1.356,-1.463,0.008,3.954,2.88,"NAN","NAN",-52.69,3.277,4.304,4.166,4.908,241,10.38,"2011-01-13 23:24:30",1,1,0.4,0.322,0.317,0.256,0,287.1,374.6,417.6,1,1,1
"2011-01-14 00:00:00",1464,7.211,7.749,11.66,22.75,11.74,11.67,11.41,99,99,98.6,329.1,261.5,1012,0.321,0.376,372.1,373.8,-0.055,-1.69,-1.746,0.021,4.02,2.88,"NAN","NAN",-52.62,3.533,4.52,4.164,4.923,240.5,9.03,"2011-01-13 23:33:30",1,1,0.425,0.322,0.317,0.256,0,285,323.3,333.6,1,1,1
"2011-01-14 00:30:00",1465,7.249,7.809,11.82,22.56,11.82,11.78,11.46,98.8,98.7,98.5,330.8,162.3,1012,0.336,0.247,372.5,374.4,0.089,-1.925,-1.837,0.021,4.084,2.876,"NAN","NAN",-52.56,3.678,4.874,4.591,5.436,243.3,8.65,"2011-01-14 00:00:45",1,1,0.342,0.081,0.079,0,0,281.6,278.2,282.3,1,1,1
"2011-01-14 01:00:00",1466,7.242,7.839,11.92,22.47,11.94,11.83,11.49,98.1,98.4,98.5,328.2,137.7,1012,0.376,0.365,371.7,374.8,0.011,-3.031,-3.02,0.029,4.093,2.787,"NAN","NAN",-52.5,4.185,5.457,5.148,6.088,247.1,9.59,"2011-01-14 01:00:00",0.917,0.6,0.35,0,0.079,0,0,280.9,276.8,279.6,1,1,1
"2011-01-14 01:30:00",1467,7.274,7.861,12.03,22.43,12.03,11.88,11.75,97.2,98,96.9,326.6,277,1012,0.609,0.162,371.6,375,0.447,-3.425,-2.979,0.092,4.093,2.605,"NAN","NAN",-52.38,4.185,5.643,5.358,6.23,251.4,10.54,"2011-01-14 01:10:30",0.125,0,0.375,0,0,0.128,0.001,279.6,274.8,276.8,1,1,1
"2011-01-14 02:00:00",1468,7.246,7.848,12.26,22.39,12.05,11.96,12.29,96.5,97.8,93.4,322.1,292.8,1012,0.255,-0.469,370.5,375.3,0.723,-4.823,-4.1,0,4.098,2.578,"NAN","NAN",-52.33,3.498,4.657,4.357,5.08,250.5,9.9,"2011-01-14 01:55:45",0,0,0.308,0,0,0,0.002,278.2,274.1,276.1,1,1,1
"2011-01-14 02:30:00",1469,7.287,7.892,12.54,22.37,12.17,12.13,12.5,94.5,95.6,91.3,322.6,292.3,1012,-0.207,-0.956,369.3,376.3,0.749,-6.998,-6.248,0,4.121,2.577,"NAN","NAN",-52.22,4.093,5.212,4.854,5.699,247.9,9.85,"2011-01-14 02:05:30",0,0,0.333,0,0,0,0.002,275.5,274.1,276.1,1,0.983,1
"2011-01-14 03:00:00",1470,7.27,7.902,12.7,22.34,12.19,12.14,12.61,92.3,90.5,89.5,318.6,223.7,1013,-0.303,-1.008,367.2,376.6,0.705,-9.35,-8.64,0,4.164,2.577,"NAN","NAN",-52.16,3.447,4.71,4.566,5.304,254.5,9.44,"2011-01-14 02:32:45",0,0,0.308,0,0,0,0.003,274.8,273.4,276.1,1,0.533,1
"2011-01-14 03:30:00",1471,7.289,7.9,12.6,22.36,12.07,12.06,12.5,91.4,86.9,89,317.2,162.5,1013,-0.62,-0.738,362.9,376.2,0.118,-13.28,-13.16,0.112,4.213,2.577,"NAN","NAN",-52.01,3.367,4.479,4.157,4.912,238.8,9.22,"2011-01-14 03:12:45",0.15,0,0.308,0,0,0,0.003,274.8,278.9,283.7,1,0.392,1
"2011-01-14 04:00:00",1472,7.293,7.897,11.93,22.38,11.83,12.07,12.26,92.1,86,89.9,312.6,117.6,1013,-0.878,1.521,362.3,375,-2.399,-12.7,-15.1,0,4.229,2.572,"NAN","NAN",-51.93,3.225,4.065,3.738,4.496,234,8.56,"2011-01-14 03:35:15",1,0.992,0.3,0,0,0,0.002,278.9,287.1,334.9,1,1,1
"2011-01-14 04:30:00",1473,7.298,7.908,12.21,22.4,11.91,12.34,12.26,91.2,84.5,92.2,310,90.6,1012,-0.945,1.31,356.6,375.3,-2.255,-18.68,-20.94,0,4.247,2.573,"NAN","NAN",-51.8,3.504,4.484,4.204,5.006,229.6,9.35,"2011-01-14 04:21:45",0,0.975,0.25,0,0,0,0.002,275.5,273.4,298.7,1,0.75,1
"2011-01-14 05:00:00",1474,7.362,7.932,12.35,22.37,12.03,12.36,12.26,89.7,83.7,96.7,310.9,87.9,1012,-0.506,0.554,363.2,375.5,-1.059,-12.36,-13.41,0.004,4.242,2.566,"NAN","NAN",-51.69,4.36,5.526,5.084,6.09,225.9,9.87,"2011-01-14 04:49:00",0,0,0.25,0,0,0,0.001,274.8,273.4,282.3,1,0,1
"2011-01-14 05:30:00",1475,7.349,7.94,12.3,22.33,11.9,12.23,12.12,88.5,82.3,94.3,309.7,136.3,1012,-0.384,0.303,362.8,374.8,-0.686,-12.01,-12.69,0.003,4.234,2.524,"NAN","NAN",-51.59,4.166,5.424,5.177,6.158,225,11.78,"2011-01-14 05:14:30",0,0,0.342,0,0,0,0.001,274.1,273.4,276.1,1,0,1
"2011-01-14 06:00:00",1476,7.387,7.949,12.11,22.26,11.74,12.04,11.92,86.7,80.8,84,307.4,140.3,1012,-0.34,0.214,362.6,373.9,-0.554,-11.24,-11.79,0,4.208,2.467,"NAN","NAN",-51.53,4.054,5.276,4.815,5.749,227.8,10.38,"2011-01-14 05:41:00",0,0,0.35,0,0,0,0.004,273.8,272.7,275.1,0.992,0,1
"2011-01-14 06:30:00",1477,7.313,7.938,11.89,22.28,11.55,11.82,11.69,86.1,80.7,82.1,308.1,152.2,1012,-0.299,0.262,361.9,372.9,-0.561,-10.98,-11.54,0,4.166,2.439,"NAN","NAN",-51.43,4.429,5.76,5.266,6.294,230.5,11.81,"2011-01-14 06:24:45",0,0,0.342,0,0,0,0.004,273.4,272.7,274.8,0.458,0,1
"2011-01-14 07:00:00",1478,7.384,7.962,11.69,23.23,11.36,11.64,11.51,85.8,80,80.9,303.7,141.5,1012,-0.369,0.258,360.3,371.9,-0.627,-11.67,-12.29,0,4.129,2.379,"NAN","NAN",-51.37,3.952,5.049,4.715,5.601,227.6,9.87,"2011-01-14 06:32:45",0,0,0.242,0,0,0,0.005,273.4,272.7,274.8,0,0,1
"2011-01-14 07:30:00",1479,7.339,7.95,11.57,23.23,11.3,11.51,11.38,84.2,79.14,79.79,305.5,189.8,1012,-0.317,0.284,360,371.3,-0.602,-11.34,-11.94,0,4.095,2.333,"NAN","NAN",-51.31,4.296,5.421,4.993,5.961,227.4,11.91,"2011-01-14 07:07:45",0,0,0.342,0,0,0,0.005,273.4,272.7,274.8,0,0,1
"2011-01-14 08:00:00",1480,7.379,7.964,11.23,23.24,10.98,11.17,11.03,86,81.4,81.9,302,187.2,1012,-0.417,0.185,359.6,369.9,-0.602,-10.33,-10.93,0.004,4.093,2.288,"NAN","NAN",-51.24,4.183,5.328,4.999,5.979,226.6,9.82,"2011-01-14 07:52:45",0,0,0.375,0,0,0,0.004,273.4,272.7,274.8,0,0,1
"2011-01-14 08:30:00",1481,7.412,7.974,10.96,23.28,10.86,11.01,10.86,86.5,82.2,82.7,313,200.8,1012,-0.369,0.443,359.4,369.3,-0.812,-9.88,-10.7,0,4.078,2.274,"NAN","NAN",-51.21,4.611,6.093,5.5,6.572,226.7,13.07,"2011-01-14 08:08:15",0,0,0.35,0,0,0,0.004,273.4,272.7,274.8,0,0,1
"2011-01-14 09:00:00",1482,7.43,7.969,10.73,23.19,10.74,10.84,10.68,87,83.1,83.7,333.3,377.6,1013,2.074,0.694,359.1,368.7,1.38,-9.57,-8.19,0.186,3.998,2.274,"NAN","NAN",-51.17,4.674,6.072,5.602,6.713,226.6,12.94,"2011-01-14 08:43:30",0,0,0.267,0,0,0,0.004,273.4,272.7,274.8,0,0,1
"2011-01-14 09:30:00",1483,7.439,7.965,10.44,23.15,10.46,10.46,10.29,89.3,86.4,87,333.2,325.3,1013,8.85,0.875,358.7,367.3,7.979,-8.57,-0.586,0.098,3.92,2.267,"NAN","NAN",-51.15,4.314,5.622,5.184,6.217,226.7,10.8,"2011-01-14 09:18:15",0,0,0.375,0,0,0,0.003,274.1,273.4,275.5,0.242,0,1
"2011-01-14 10:00:00",1484,7.447,7.96,10.05,22.62,10.34,10.31,10.16,91.2,88.7,88.8,324.1,322.3,1013,14.86,1.786,358.9,366.8,13.07,-7.853,5.219,0.121,3.821,2.238,"NAN","NAN",-51.15,4.102,5.371,4.884,5.894,227.2,9.95,"2011-01-14 09:37:30",0.483,0,0.333,0,0,0,0.003,274.8,275.5,279.6,0.917,0.575,1
"2011-01-14 10:30:00",1485,7.418,7.95,10.54,22.25,10.64,10.78,10.65,89.5,84.9,84.9,325.7,302.8,1013,19.84,2.864,359.5,368.5,16.98,-9.01,7.967,0.149,3.79,2.145,"NAN","NAN",-51.1,3.298,4.479,4.311,5.106,232.1,12.92,"2011-01-14 10:21:15",0.367,0,0.308,0,0,0,0.004,273.4,272.7,274.8,0.325,0.142,1
"2011-01-14 11:00:00",1486,7.464,7.944,11.02,22.85,10.89,11.02,10.88,87.1,82.6,83,326,388.3,1013,25.37,2.288,359.8,369.3,23.08,-9.55,13.52,0.09,3.73,2.051,"NAN","NAN",-51.06,3.599,4.742,4.372,5.202,231.4,8.82,"2011-01-14 10:56:30",0,0,0.283,0,0,0,0.03,273.4,272.7,274.8,0,0,1
"2011-01-14 11:30:00",1487,7.432,7.955,11.12,22.88,10.94,11,10.83,87,83.2,83.7,323.8,441.6,1013,40.64,3.13,360,369.5,37.51,-9.59,27.92,0.077,3.629,1.988,"NAN","NAN",-51.05,4.306,5.744,5.383,6.41,227.5,11.22,"2011-01-14 11:16:45",0,0,0.217,0,0,0,0.032,273.4,272.7,274.8,0,0,1
"2011-01-14 12:00:00",1488,7.436,7.952,11.03,22.73,10.89,10.89,10.69,88.4,85.4,85.7,322.5,428.2,1013,50.75,3.812,360.2,369.3,46.93,-9.12,37.81,0.075,3.553,1.973,"NAN","NAN",-51.04,3.884,4.974,4.741,5.678,226.3,10.51,"2011-01-14 11:30:15",0,0,0.275,0,0,0,0.028,273.4,272.7,274.8,0,0,1
"2011-01-14 12:30:00",1489,7.451,7.951,11.07,23.24,10.98,10.95,10.77,88.2,85,85.5,325.2,381.7,1013,47.43,3.547,360.3,369.8,43.89,-9.44,34.45,0.075,3.489,1.971,"NAN","NAN",-51.03,4.51,5.679,5.31,6.292,223.2,11.99,"2011-01-14 12:04:00",0,0,0.3,0,0,0,0.029,273.4,272.7,274.8,0,0,1
"2011-01-14 13:00:00",1490,7.45,7.938,10.32,23.99,10.58,10.44,10.27,91.2,89.2,89.6,320.3,327.8,1013,52.44,4.093,360.4,367.9,48.34,-7.462,40.88,0.078,3.484,1.971,"NAN","NAN",-50.99,3.813,5.015,4.673,5.582,220.8,10.85,"2011-01-14 12:55:30",0.667,0.592,0.292,0,0,0,0.022,281.6,369.8,406,0.675,0.7,1
"2011-01-14 13:30:00",1491,7.433,7.935,10.3,23.67,10.65,10.66,10.5,91,87.3,87,314.7,343.5,1012,55.9,4.643,359.2,368.5,51.26,-9.29,41.97,0.083,3.481,1.971,"NAN","NAN",-50.94,4.165,5.514,5.248,6.223,221.7,10.38,"2011-01-14 13:07:30",0.442,0.608,0.3,0,0,0,0.027,274.8,308.3,302.1,1,1,1
"2011-01-14 14:00:00",1492,7.479,7.958,10.81,23.62,10.99,11,10.82,87.6,83.8,84.3,311.9,299.1,1012,38.99,2.428,360.1,370.1,36.56,-9.97,26.59,0.06,3.466,1.971,"NAN","NAN",-50.96,4.526,5.656,5.144,6.197,230.9,10.84,"2011-01-14 13:39:15",0.05,0,0.3,0,0,0,0.03,274.8,296.7,302.8,0.617,1,1
"2011-01-14 14:30:00",1493,7.474,7.953,10.65,22.98,10.95,11,10.86,87.4,83.6,83.9,308.6,346.9,1012,35.94,2.406,360.2,370,33.53,-9.76,23.77,0.064,3.457,1.971,"NAN","NAN",-50.96,3.949,5.015,4.657,5.578,228.8,9.99,"2011-01-14 14:12:30",0.667,0.242,0.333,0,0,0,0.03,273.4,274.4,275.5,0.675,1,1
"2011-01-14 15:00:00",1494,7.506,7.977,10.67,23.8,10.95,10.9,10.73,87.6,84.7,85.5,300.8,334.9,1012,27.47,1.749,361,369.6,25.72,-8.65,17.07,0.062,3.454,1.967,"NAN","NAN",-51.04,4.114,5.221,4.753,5.683,230,9.44,"2011-01-14 14:58:00",0.558,0.358,0.325,0,0,0,0.027,285.7,440.2,410.8,0.542,0.683,1
"2011-01-14 15:30:00",1495,7.524,7.99,9.8,23.96,10.17,10.14,10.03,94.5,92.2,91.9,294.6,321.8,1012,26.03,2.045,359,365.8,23.99,-6.841,17.15,0.078,3.447,1.968,"NAN","NAN",-51.08,3.156,4.169,3.997,4.785,227.1,8.66,"2011-01-14 15:25:30",1,1,0.233,0,0,0,0.014,280.9,335.6,284.3,1,1,1
"2011-01-14 16:00:00",1496,7.469,7.976,10.09,23.94,10.53,10.62,10.48,91.6,87.4,87.4,293.3,203,1012,16.95,1.819,357.4,368,15.14,-10.57,4.57,0.121,3.43,1.968,"NAN","NAN",-51.13,3.253,4.248,3.983,4.754,228.6,8.46,"2011-01-14 15:46:45",0.758,0.475,0.25,0,0,0,0.003,280.2,301.4,309,1,1,1
"2011-01-14 16:30:00",1497,7.493,7.985,10.02,23.84,10.45,10.63,10.56,91.3,86.2,87.1,289.9,252.4,1012,7.44,1.391,356.1,367.1,6.049,-10.96,-4.907,0.186,3.38,1.966,"NAN","NAN",-51.14,3.584,4.598,4.294,5.065,221.1,9.86,"2011-01-14 16:21:30",1,1,0.283,0.161,0.158,0.512,0.003,284.3,401.2,391,1,1,1
"2011-01-14 17:00:00",1498,7.503,7.991,9.59,23.4,9.86,9.89,9.46,96.1,93.1,97.3,284.7,439.3,1011,4.65,0.565,355.2,364.1,4.086,-8.95,-4.861,0.123,3.36,1.949,"NAN","NAN",-51.18,4.014,5.437,5.33,6.156,213.8,11.16,"2011-01-14 16:59:15",1,1,0.133,0.242,0.158,0.256,0.001,282.3,342.4,340.4,1,1,1
"2011-01-14 17:30:00",1499,7.542,8,9.45,23.03,9.7,9.71,9.2,96.6,94.3,97.8,283.5,573.3,1011,0.716,0.199,356.9,363.4,0.517,-6.482,-5.965,0.082,3.329,1.957,"NAN","NAN",-51.19,4.245,5.536,5.427,6.295,213.3,10.49,"2011-01-14 17:12:30",1,1,0.125,0.081,0.079,0,0,283,319.2,355.4,1,1,1
"2011-01-14 18:00:00",1500,7.473,7.994,9.31,23.72,9.59,9.61,9.1,96.7,94,96.9,284.9,664.2,1011,0.351,0.185,357,362.7,0.166,-5.739,-5.573,0.013,3.287,1.94,"NAN","NAN",-51.34,4.375,5.796,5.426,6.435,220.1,12.09,"2011-01-14 17:45:30",1,1,0.05,0,0,0.128,0.001,285.7,432.7,427.9,1,1,1
"2011-01-14 18:30:00",1501,7.545,7.985,9.17,23.73,9.39,9.33,8.94,97.9,95.4,97.9,286.2,759,1012,0.225,0.255,353,361.5,-0.03,-8.48,-8.51,0.008,3.233,1.947,"NAN","NAN",-51.6,3.111,4.122,3.953,4.627,247.7,10.62,"2011-01-14 18:03:15",1,1,0.025,0.886,0.713,1.024,0,284.3,322.6,309.6,1,1,1
"2011-01-14 19:00:00",1502,7.551,7.96,9.14,23.74,9.32,9.28,8.82,97.9,94.8,98.6,289.3,757,1012,0.332,0.587,350.5,361.3,-0.255,-10.77,-11.03,0.042,3.189,1.971,"NAN","NAN",-51.75,3.033,4.084,3.879,4.523,252.9,8.18,"2011-01-14 18:41:30",1,1,0.058,0.081,0.079,0,0,284.3,372.5,390.6,1,1,1
"2011-01-14 19:30:00",1503,7.517,8.01,8.91,23.72,9.04,9.1,8.7,98.4,94.4,98.5,292,779.2,1012,-0.011,0.842,347.5,360.2,-0.853,-12.63,-13.49,0,3.184,1.968,"NAN","NAN",-51.95,2.216,3.064,2.963,3.411,258.4,6.708,"2011-01-14 19:01:15",1,1,0.025,0.161,0.079,0.128,0,283.3,384.1,395.8,1,1,1
"2011-01-14 20:00:00",1504,7.564,7.968,8.7,23.69,8.95,8.99,8.49,98.1,94,98.6,290.3,707,1013,0.181,0.616,348.5,359.4,-0.436,-10.93,-11.37,0,3.169,1.906,"NAN","NAN",-52.24,3.217,4.432,4.319,4.962,260.6,8.39,"2011-01-14 19:50:15",1,1,0.033,0.161,0.158,0.256,0,283.7,381.4,382.8,1,1,1
"2011-01-14 20:30:00",1505,7.564,7.983,8.44,23.67,8.73,8.73,8.23,97.8,93.4,98.5,293.5,621.8,1013,0.196,0.587,346.9,358.3,-0.391,-11.36,-11.75,0,3.087,1.783,"NAN","NAN",-52.32,3.188,4.225,4.003,4.634,252.5,8.66,"2011-01-14 20:16:15",1,1,0.05,0.161,0.079,0.128,0,283.7,401.3,406.1,1,1,1
"2011-01-14 21:00:00",1506,7.553,7.951,8.4,23.67,8.6,8.52,8.09,97.6,94.3,98.5,294.2,713.3,1013,0.487,0.568,350.8,357.7,-0.081,-6.891,-6.973,0.071,2.987,1.692,"NAN","NAN",-52.33,2.78,3.659,3.403,4.012,244.5,10.02,"2011-01-14 20:43:30",1,1,0.017,0,0.079,0,0,280.3,311.1,279.6,1,1,1
"2011-01-14 21:30:00",1507,7.535,7.959,8.5,23.69,8.59,8.55,8.15,97.1,93.9,98.1,296.3,648.2,1014,0.55,0.484,352.1,358,0.066,-5.86,-5.794,0.097,2.891,1.665,"NAN","NAN",-52.44,2.821,3.636,3.508,4.155,247.3,7.559,"2011-01-14 21:15:00",0.925,0.767,0.033,0.081,0.079,0.128,0,281.7,407.5,328.8,1,1,1
"2011-01-14 22:00:00",1508,7.571,7.929,8.48,23.68,8.66,8.68,8.27,97.2,93,97.8,297.9,650.7,1014,0.672,1.126,352.7,358.4,-0.454,-5.699,-6.153,0.036,2.881,1.63,"NAN","NAN",-52.56,3.047,4.074,3.78,4.416,251.4,8.82,"2011-01-14 21:57:00",1,1,0.025,0.081,0,0,0,281.7,326.1,289.2,1,1,1
"2011-01-14 22:30:00",1509,7.568,7.933,8.49,23.71,8.79,8.73,8.26,95.9,91.7,98,300.1,643.5,1014,-0.089,0.971,348,358.7,-1.059,-10.65,-11.71,0,2.812,1.53,"NAN","NAN",-52.73,3.303,4.463,4.124,4.767,255.2,9.85,"2011-01-14 22:04:30",1,1,0.042,0,0,0,0,282.3,304.9,339.8,1,1,1
"2011-01-14 23:00:00",1510,7.573,7.912,8.79,23.66,8.9,8.9,8.94,94.5,89.2,96.9,302.8,606.7,1015,0.266,1.303,346.1,359.2,-1.037,-13.07,-14.1,0.019,2.654,1.453,"NAN","NAN",-52.84,3.144,4.148,4.109,4.755,253.1,8.89,"2011-01-14 22:58:30",0.342,0.275,0.05,0,0,0,0.001,280.3,276.2,276.9,1,1,1
"2011-01-14 23:30:00",1511,7.581,7.889,9.15,23.73,9.03,9.02,9.32,92.6,86.8,97.6,301.5,656.5,1015,0.657,-0.011,344.6,360,0.668,-15.38,-14.71,0.037,2.581,1.375,"NAN","NAN",-52.91,3.771,4.897,4.56,5.248,254.8,9.81,"2011-01-14 23:01:00",0,0,0.017,0,0,0,0,278.2,273.5,275.5,1,0.492,1
"2011-01-15 00:00:00",1512,7.572,7.904,9.21,23.67,9.04,9,9.31,90.9,86,95.9,305.3,672.3,1015,-0.476,-0.048,320.4,359.9,-0.428,-39.54,-39.96,0.037,2.562,1.364,"NAN","NAN",-53.01,3.473,4.566,4.316,5.03,251.4,8.82,"2011-01-14 23:37:15",0,0,0.025,0,0,0,0.001,276.9,272.8,274.8,1,0,1
"2011-01-15 00:30:00",1513,7.571,7.872,9.01,23.68,8.83,8.9,9.16,90.9,86.2,87,304,616.5,1016,-1.111,0.742,309.5,358.9,-1.853,-49.39,-51.24,0,2.452,1.364,"NAN","NAN",-53,3.153,4.292,4.015,4.686,253.1,10.95,"2011-01-15 00:04:30",0,0,0.067,0,0,0,0.002,276.2,272.8,275.2,1,0,1
"2011-01-15 01:00:00",1514,7.562,7.856,8.97,23.7,8.76,9.06,9.09,91.2,85.2,85.1,305.6,579.9,1016,-1.547,1.443,297.1,358.6,-2.99,-61.53,-64.52,0,2.326,1.363,"NAN","NAN",-52.96,3.166,4.161,3.853,4.535,249.5,8.8,"2011-01-15 00:33:00",0,0,0.092,0,0,0,0.003,274.8,272.8,274.8,1,0,1
"2011-01-15 01:30:00",1515,7.602,7.881,8.73,23.74,8.56,8.99,8.9,91.5,85.3,85.5,301.6,601,1016,-1.532,1.654,300.2,357.7,-3.186,-57.51,-60.7,0,2.275,1.308,"NAN","NAN",-52.95,2.98,3.905,3.471,4.129,246.3,6.979,"2011-01-15 01:30:00",0,0,0.042,0,0,0,0.002,274.1,272.8,275.2,1,0,1
"2011-01-15 02:00:00",1516,7.584,7.84,8.73,23.74,8.61,8.93,8.83,91,85.5,85.6,298.9,562.2,1017,-1.185,1.31,307.7,357.6,-2.495,-49.88,-52.38,0,2.226,1.271,"NAN","NAN",-53.03,3.129,4.059,3.818,4.499,246.3,8.54,"2011-01-15 01:41:00",0,0,0.108,0,0,0,0.002,274.1,272.8,274.8,1,0,1
"2011-01-15 02:30:00",1517,7.568,7.836,8.7,23.76,8.6,8.9,8.79,90.9,85.5,85.6,298,530.3,1017,-1.056,1.321,314.4,357.6,-2.377,-43.2,-45.58,0,2.107,1.218,"NAN","NAN",-53.07,2.731,3.551,3.296,3.897,248.5,7.61,"2011-01-15 02:22:30",0,0,0.142,0,0,0,0.002,274.1,272.8,274.8,1,0,1
"2011-01-15 03:00:00",1518,7.569,7.808,8.56,23.74,8.48,8.78,8.68,91.2,85.9,85.9,300.7,691.1,1018,-1.576,1.425,297.3,356.9,-3.001,-59.6,-62.6,0,1.992,1.21,"NAN","NAN",-53.06,2.908,3.747,3.412,4.04,242.8,6.848,"2011-01-15 02:49:00",0,0,0.083,0,0,0,0.002,274.1,272.8,274.8,1,0,1
"2011-01-15 03:30:00",1519,7.588,7.795,8.19,23.76,8.12,8.5,8.42,92.2,86.9,87,297.9,667.8,1018,-2.148,1.868,282.2,355.2,-4.016,-72.92,-76.94,0,1.943,1.162,"NAN","NAN",-53,2.642,3.492,3.163,3.787,239.7,6.287,"2011-01-15 03:29:45",0,0,0.075,0,0,0,0.002,274.1,272.8,275.5,1,0,1
"2011-01-15 04:00:00",1520,7.544,7.758,8.12,23.75,7.976,8.39,8.3,93.1,88,87.9,291.9,685,1018,-1.347,1.617,299.5,354.8,-2.964,-55.32,-58.28,0,1.809,1.071,"NAN","NAN",-52.96,2.62,3.434,3.202,3.825,233.7,7.474,"2011-01-15 03:39:00",0,0,0.042,0,0,0,0.002,274.1,272.8,275.2,1,0,1
